Spcode,Category,English.Name,Scientific.Name
bropyt1,group (polytypic),Bronze-olive Pygmy-Tyrant (annectens/berlepschi),Pseudotriccus pelzelni annectens/berlepschi
bropyt2,group (polytypic),Bronze-olive Pygmy-Tyrant (pelzelni/peruvianus),Pseudotriccus pelzelni pelzelni/peruvianus
hfptyr1,species,Hazel-fronted Pygmy-Tyrant,Pseudotriccus simplex
rhptyr1,species,Rufous-headed Pygmy-Tyrant,Pseudotriccus ruficeps
rinant2,species,Ringed Antpipit,Corythopis torquatus
souant1,species,Southern Antpipit,Corythopis delalandi
eaptyr1,species,Eared Pygmy-Tyrant,Myiornis auricularis
mappyt1,form,Maranhao-Piaui Pygmy-Tyrant (undescribed form),Myiornis [undescribed form]
wbptyr1,species,White-bellied Pygmy-Tyrant,Myiornis albiventris
bcptyr1,species,Black-capped Pygmy-Tyrant,Myiornis atricapillus
stptyr1,species,Short-tailed Pygmy-Tyrant,Myiornis ecaudatus
scptyr1,species,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus
dbptyr1,species,Double-banded Pygmy-Tyrant,Lophotriccus vitiosus
lcptyr1,species,Long-crested Pygmy-Tyrant,Lophotriccus eulophotes
heptyr1,species,Helmeted Pygmy-Tyrant,Lophotriccus galeatus
lophot1,spuh,Lophotriccus sp.,Lophotriccus sp.
peptyr1,species,Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris
norben1,species,Northern Bentbill,Oncostoma cinereigulare
souben1,species,Southern Bentbill,Oncostoma olivaceum
snttyr1,species,Snethlage's Tody-Tyrant,Hemitriccus minor
snetot1,group (monotypic),Snethlage's Tody-Tyrant (Igapo),Hemitriccus minor pallens
snetot2,group (polytypic),Snethlage's Tody-Tyrant (Snethlage's),Hemitriccus minor minor/snethlageae
yuttyr1,species,Yungas Tody-Tyrant,Hemitriccus spodiops
acrtot1,species,Acre Tody-Tyrant,Hemitriccus cohnhafti
flapyt1,species,Flammulated Pygmy-Tyrant,Hemitriccus flammulatus
drbpyt1,species,Drab-breasted Pygmy-Tyrant,Hemitriccus diops
bnbpyt1,species,Brown-breasted Pygmy-Tyrant,Hemitriccus obsoletus
bbttyr1,species,Boat-billed Tody-Tyrant,Hemitriccus josephinae
wettyr1,species,White-eyed Tody-Tyrant,Hemitriccus zosterops
whbtot1,species,White-bellied Tody-Tyrant,Hemitriccus griseipectus
erttyr1,species,Eye-ringed Tody-Tyrant,Hemitriccus orbitatus
jottyr1,species,Johannes's Tody-Tyrant,Hemitriccus iohannis
snttyr2,species,Stripe-necked Tody-Tyrant,Hemitriccus striaticollis
hattyr1,species,Hangnest Tody-Tyrant,Hemitriccus nidipendulus
pvttyr1,species,Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer
pettyr1,species,Pelzeln's Tody-Tyrant,Hemitriccus inornatus
zittyr1,species,Zimmer's Tody-Tyrant,Hemitriccus minimus
btttyr1,species,Black-throated Tody-Tyrant,Hemitriccus granadensis
cbttyr1,species,Cinnamon-breasted Tody-Tyrant,Hemitriccus cinnamomeipectus
bbttyr2,species,Buff-breasted Tody-Tyrant,Hemitriccus mirandae
kattyr1,species,Kaempfer's Tody-Tyrant,Hemitriccus kaempferi
btttyr2,species,Buff-throated Tody-Tyrant,Hemitriccus rufigularis
fotpyt1,species,Fork-tailed Pygmy-Tyrant,Hemitriccus furcatus
hemitr1,spuh,Hemitriccus sp.,Hemitriccus sp.
rcttyr1,species,Rufous-crowned Tody-Flycatcher,Poecilotriccus ruficeps
johtot1,species,Johnson's Tody-Flycatcher,Poecilotriccus luluae
wcttyr1,species,White-cheeked Tody-Flycatcher,Poecilotriccus albifacies
bawtyr1,species,Black-and-white Tody-Flycatcher,Poecilotriccus capitalis
buctof1,species,Buff-cheeked Tody-Flycatcher,Poecilotriccus senex
rudtof1,species,Ruddy Tody-Flycatcher,Poecilotriccus russatus
ocftof1,species,Ochre-faced Tody-Flycatcher,Poecilotriccus plumbeiceps
smftof1,species,Smoky-fronted Tody-Flycatcher,Poecilotriccus fumifrons
ruftof1,species,Rusty-fronted Tody-Flycatcher,Poecilotriccus latirostris
shtfly1,species,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia
gowtof1,species,Golden-winged Tody-Flycatcher,Poecilotriccus calopterus
bkbtof1,species,Black-backed Tody-Flycatcher,Poecilotriccus pulchellus
poecil1,spuh,Poecilotriccus sp.,Poecilotriccus sp.
blctyr2,species,Black-chested Tyrant,Taeniotriccus andrei
sptfly1,species,Spotted Tody-Flycatcher,Todirostrum maculatum
gyhtof1,species,Gray-headed Tody-Flycatcher,Todirostrum poliocephalum
cotfly1,species,Common Tody-Flycatcher,Todirostrum cinereum
comtof1,group (polytypic),Common Tody-Flycatcher (cinereum Group),Todirostrum cinereum [cinereum Group]
comtof2,group (monotypic),Common Tody-Flycatcher (sclateri),Todirostrum cinereum sclateri
matfly1,species,Maracaibo Tody-Flycatcher,Todirostrum viridanum
bhtfly1,species,Black-headed Tody-Flycatcher,Todirostrum nigriceps
patfly1,species,Painted Tody-Flycatcher,Todirostrum pictum
ybtfly1,species,Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum
todiro1,spuh,Todirostrum sp.,Todirostrum sp.
brofly1,species,Brownish Twistwing,Cnipodectes subbrunneus
ruftwi1,species,Rufous Twistwing,Cnipodectes superrufus
eyrfla1,species,Eye-ringed Flatbill,Rhynchocyclus brevirostris
olifla1,species,Olivaceous Flatbill,Rhynchocyclus olivaceus
olifla2,group (polytypic),Olivaceous Flatbill (Western),Rhynchocyclus olivaceus [aequinoctialis Group]
olifla3,group (polytypic),Olivaceous Flatbill (Eastern),Rhynchocyclus olivaceus [olivaceus Group]
pacfla1,species,Pacific Flatbill,Rhynchocyclus pacificus
fubfla1,species,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus
flatbi1,spuh,flatbill sp.,Rhynchocyclus sp.
yeofly1,species,Yellow-olive Flycatcher,Tolmomyias sulphurescens
yeofly6,group (monotypic),Yellow-olive Flycatcher (Gray-headed),Tolmomyias sulphurescens cinereiceps
yeofly7,group (monotypic),Yellow-olive Flycatcher (Yellow-olive),Tolmomyias sulphurescens flavoolivaceus
yeofly8,group (monotypic),Yellow-olive Flycatcher (asemus),Tolmomyias sulphurescens asemus
yeofly9,group (monotypic),Yellow-olive Flycatcher (confusus),Tolmomyias sulphurescens confusus
yeofly10,group (monotypic),Yellow-olive Flycatcher (Santa Marta),Tolmomyias sulphurescens exortivus
yeofly11,group (monotypic),Yellow-olive Flycatcher (Trinidad),Tolmomyias sulphurescens berlepschi
yeofly12,group (polytypic),Yellow-olive Flycatcher (Guianan),Tolmomyias sulphurescens cherriei/duidae
yeofly2,group (monotypic),Yellow-olive Flycatcher (Equatorial),Tolmomyias sulphurescens aequatorialis
yeofly4,group (monotypic),Yellow-olive Flycatcher (Andes),Tolmomyias sulphurescens peruvianus
yeofly3,group (monotypic),Yellow-olive Flycatcher (Riverine),Tolmomyias sulphurescens insignis
yeofly13,group (monotypic),Yellow-olive Flycatcher (Para),Tolmomyias sulphurescens mixtus
yeofly14,group (monotypic),Yellow-olive Flycatcher (inornatus),Tolmomyias sulphurescens inornatus
yeofly5,group (monotypic),Yellow-olive Flycatcher (Mato Grosso),Tolmomyias sulphurescens pallescens
yeofly15,group (monotypic),Yellow-olive Flycatcher (grisescens),Tolmomyias sulphurescens grisescens
yeofly16,group (monotypic),Yellow-olive Flycatcher (Sooretama),Tolmomyias sulphurescens sulphurescens
orefly1,species,Orange-eyed Flycatcher,Tolmomyias traylori
yemfly1,species,Yellow-margined Flycatcher,Tolmomyias assimilis
yemfly2,group (monotypic),Yellow-margined Flycatcher (Yellow-winged),Tolmomyias assimilis flavotectus
yemfly4,group (monotypic),Yellow-margined Flycatcher (neglectus),Tolmomyias assimilis neglectus
yemfly5,group (monotypic),Yellow-margined Flycatcher (examinatus),Tolmomyias assimilis examinatus
yemfly6,group (monotypic),Yellow-margined Flycatcher (obscuriceps),Tolmomyias assimilis obscuriceps
yemfly7,group (polytypic),Yellow-margined Flycatcher (assimilis Group),Tolmomyias assimilis [assimilis Group]
sucfly1,group (monotypic),Yellow-margined Flycatcher (Sucunduri),Tolmomyias assimilis sucunduri
yemfly8,group (monotypic),Yellow-margined Flycatcher (paraensis),Tolmomyias assimilis paraensis
gycfly1,species,Gray-crowned Flycatcher,Tolmomyias poliocephalus
yebfly1,species,Yellow-breasted Flycatcher,Tolmomyias flaviventris
yebfly3,group (polytypic),Yellow-breasted Flycatcher (Ochre-lored),Tolmomyias flaviventris [flaviventris Group]
yebfly4,group (polytypic),Yellow-breasted Flycatcher (Olive-faced),Tolmomyias flaviventris [viridiceps Group]
tolmom1,spuh,Tolmomyias sp.,Tolmomyias sp.
cinfly2,species,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus
cinfly3,group (monotypic),Cinnamon Flycatcher (Santa Marta),Pyrrhomyias cinnamomeus assimilis
cinfly4,group (polytypic),Cinnamon Flycatcher (Venezuelan),Pyrrhomyias cinnamomeus [vieillotioides Group]
cinfly1,group (polytypic),Cinnamon Flycatcher (Andean),Pyrrhomyias cinnamomeus cinnamomeus/pyrrhopterus
clifly1,species,Cliff Flycatcher,Hirundinea ferruginea
clifly2,group (polytypic),Cliff Flycatcher (Cliff),Hirundinea ferruginea ferruginea/sclateri
clifly3,group (polytypic),Cliff Flycatcher (Swallow),Hirundinea ferruginea bellicosa/pallidior
ornfly1,species,Ornate Flycatcher,Myiotriccus ornatus
ornfly2,group (polytypic),Ornate Flycatcher (Western),Myiotriccus ornatus ornatus/stellatus
ornfly3,group (polytypic),Ornate Flycatcher (Eastern),Myiotriccus ornatus phoenicurus/aureiventris
hanfly1,species,Handsome Flycatcher,Nephelomyias pulcher
orbfly1,species,Orange-banded Flycatcher,Nephelomyias lintoni
ocbfly2,species,Ochraceous-breasted Flycatcher,Nephelomyias ochraceiventris
yebtyr1,species,Yellow-bellied Tyrannulet,Ornithion semiflavum
brctyr,species,Brown-capped Tyrannulet,Ornithion brunneicapillus
whltyr1,species,White-lored Tyrannulet,Ornithion inerme
nobtyr,species,Northern Beardless-Tyrannulet,Camptostoma imberbe
sobtyr1,species,Southern Beardless-Tyrannulet,Camptostoma obsoletum
soubet1,group (polytypic),Southern Beardless-Tyrannulet (Northern),Camptostoma obsoletum [pusillum Group]
soubet2,group (polytypic),Southern Beardless-Tyrannulet (Southern),Camptostoma obsoletum [obsoletum Group]
suifly1,species,Suiriri Flycatcher,Suiriri suiriri
chafly3,species,Chapada Flycatcher,Suiriri affinis
y00883,slash,Suiriri/Chapada Flycatcher,Suiriri suiriri/affinis
whttyr1,species,White-tailed Tyrannulet,Mecocerculus poecilocercus
bubtyr1,species,Buff-banded Tyrannulet,Mecocerculus hellmayri
whbtyr1,species,White-banded Tyrannulet,Mecocerculus stictopterus
whttyr2,species,White-throated Tyrannulet,Mecocerculus leucophrys
ruwtyr1,species,Rufous-winged Tyrannulet,Mecocerculus calopterus
subtyr1,species,Sulphur-bellied Tyrannulet,Mecocerculus minor
bkctit1,species,Black-crested Tit-Tyrant,Anairetes nigrocristatus
pcttyr1,species,Pied-crested Tit-Tyrant,Anairetes reguloides
abttyr1,species,Ash-breasted Tit-Tyrant,Anairetes alpinus
ybttyr1,species,Yellow-billed Tit-Tyrant,Anairetes flavirostris
tuttyr1,species,Tufted Tit-Tyrant,Anairetes parulus
jfttyr1,species,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus
anaire1,spuh,Anairetes sp.,Anairetes sp.
agitit1,species,Agile Tit-Tyrant,Uromyias agilis
unstit1,species,Unstreaked Tit-Tyrant,Uromyias agraphia
moctyr1,species,Mouse-colored Tyrannulet,Phaeomyias murina
moctyr7,group (polytypic),Mouse-colored Tyrannulet (Northern),Phaeomyias murina incomta/eremonoma
moctyr3,group (polytypic),Mouse-colored Tyrannulet (Amazonian),Phaeomyias murina murina/wagae
moctyr6,group (polytypic),Mouse-colored Tyrannulet (Tumbes),Phaeomyias murina tumbezana/inflava
moctyr4,group (monotypic),Mouse-colored Tyrannulet (Mara?on),Phaeomyias murina maranonica
cocfly1,species,Cocos Flycatcher,Nesotriccus ridgwayi
yeltyr1,species,Yellow Tyrannulet,Capsiempis flaveola
beatac1,species,Bearded Tachuri,Polystictus pectoralis
gybtac1,species,Gray-backed Tachuri,Polystictus superciliaris
shttyr1,species,Sharp-tailed Tyrant,Culicivora caudacuta
credor1,species,Crested Doradito,Pseudocolopteryx sclateri
subdor1,species,Subtropical Doradito,Pseudocolopteryx acutipennis
dindor2,species,Dinelli's Doradito,Pseudocolopteryx dinelliana
wardor1,species,Warbling Doradito,Pseudocolopteryx flaviventris
ticdor1,species,Ticking Doradito,Pseudocolopteryx citreola
y00660,slash,Warbling/Ticking Doradito,Pseudocolopteryx flaviventris/citreola
doradi1,spuh,doradito sp.,Pseudocolopteryx sp.
yectyr1,species,Yellow-crowned Tyrannulet,Tyrannulus elatus
forela1,species,Forest Elaenia,Myiopagis gaimardii
graela2,species,Gray Elaenia,Myiopagis caniceps
gryela1,group (polytypic),Gray Elaenia (Choco),Myiopagis caniceps parambae/absita
gryela2,group (monotypic),Gray Elaenia (Gray),Myiopagis caniceps cinerea
gryela3,group (monotypic),Gray Elaenia (Gray-headed),Myiopagis caniceps caniceps
fooela1,species,Foothill Elaenia,Myiopagis olallai
fooela2,group (monotypic),Foothill Elaenia (Perija),Myiopagis olallai incognita
fooela3,group (monotypic),Foothill Elaenia (Antioquia),Myiopagis olallai coopmansi
fooela4,group (monotypic),Foothill Elaenia (Foothill),Myiopagis olallai olallai
pacela1,species,Pacific Elaenia,Myiopagis subplacens
yecela1,species,Yellow-crowned Elaenia,Myiopagis flavivertex
jamela1,species,Jamaican Elaenia,Myiopagis cotta
greela,species,Greenish Elaenia,Myiopagis viridicata
greela2,group (polytypic),Greenish Elaenia (West Mexico),Myiopagis viridicata minima/jaliscensis
greela3,group (polytypic),Greenish Elaenia (Greenish),Myiopagis viridicata [viridicata Group]
myiopa1,spuh,elaenia sp. (genus Myiopagis),Myiopagis sp.
plcela1,species,Plain-crested Elaenia,Elaenia cristata
rucela1,species,Rufous-crowned Elaenia,Elaenia ruficeps
slaela1,species,Slaty Elaenia,Elaenia strepera
mobela1,species,Mottle-backed Elaenia,Elaenia gigas
higela3,species,Small-headed Elaenia,Elaenia sordida
greela1,species,Great Elaenia,Elaenia dayi
higela2,species,Highland Elaenia,Elaenia obscura
yebela1,species,Yellow-bellied Elaenia,Elaenia flavogaster
smbela1,species,Small-billed Elaenia,Elaenia parvirostris
broela1,species,Brownish Elaenia,Elaenia pelzelni
larela1,species,Large Elaenia,Elaenia spectabilis
norela1,species,Noronha Elaenia,Elaenia ridleyana
oliela1,species,Olivaceous Elaenia,Elaenia mesoleuca
lesela1,species,Lesser Elaenia,Elaenia chiriquensis
cooela1,species,Coopmans's Elaenia,Elaenia brachyptera
whcela1,species,White-crested Elaenia,Elaenia albiceps
whcela2,group (polytypic),White-crested Elaenia (White-crested),Elaenia albiceps [albiceps Group]
whcela4,group (monotypic),White-crested Elaenia (Chilean),Elaenia albiceps chilensis
whcela3,group (monotypic),White-crested Elaenia (Peruvian),Elaenia albiceps modesta
y00739,slash,Small-billed/White-crested Elaenia,Elaenia parvirostris/albiceps
sieela3,species,Sierran Elaenia,Elaenia pallatangae
mouela1,species,Mountain Elaenia,Elaenia frantzii
sieela2,species,Tepui Elaenia,Elaenia olivina
carela1,species,Caribbean Elaenia,Elaenia martinica
carela2,group (polytypic),Caribbean Elaenia (Caribbean),Elaenia martinica [martinica Group]
carela3,group (polytypic),Caribbean Elaenia (Chinchorro),Elaenia martinica [cinerascens Group]
graela1,species,Greater Antillean Elaenia,Elaenia fallax
graela3,group (monotypic),Greater Antillean Elaenia (Jamaican),Elaenia fallax fallax
graela4,group (monotypic),Greater Antillean Elaenia (Hispaniolan),Elaenia fallax cherriei
elaeni1,spuh,elaenia sp. (genus Elaenia),Elaenia sp.
tortyr1,species,Torrent Tyrannulet,Serpophaga cinerea
rivtyr1,species,River Tyrannulet,Serpophaga hypoleuca
sootyr1,species,Sooty Tyrannulet,Serpophaga nigricans
whctyr1,species,White-crested Tyrannulet,Serpophaga subcristata
whbtyr2,species,White-bellied Tyrannulet,Serpophaga munda
y01036,slash,White-crested/White-bellied Tyrannulet,Serpophaga subcristata/munda
gyctyr2,species,Straneck's Tyrannulet,Serpophaga griseicapilla
y00884,slash,White-crested/Straneck's Tyrannulet,Serpophaga subcristata/griseicapilla
serpop1,spuh,Serpophaga sp.,Serpophaga sp.
roltyr1,species,Rough-legged Tyrannulet,Phyllomyias burmeisteri
roltyr2,group (monotypic),Rough-legged Tyrannulet (Zeledon's),Phyllomyias burmeisteri zeledoni
roltyr4,group (polytypic),Rough-legged Tyrannulet (White-fronted),Phyllomyias burmeisteri [leucogonys Group]
roltyr3,group (monotypic),Rough-legged Tyrannulet (Burmeister's),Phyllomyias burmeisteri burmeisteri
gretyr1,species,Greenish Tyrannulet,Phyllomyias virescens
reityr1,species,Reiser's Tyrannulet,Phyllomyias reiseri
urityr1,species,Urich's Tyrannulet,Phyllomyias urichi
scltyr1,species,Sclater's Tyrannulet,Phyllomyias sclateri
platyr2,species,Planalto Tyrannulet,Phyllomyias fasciatus
yuntyr1,species,Yungas Tyrannulet,Phyllomyias weedeni
sohtyr1,species,Sooty-headed Tyrannulet,Phyllomyias griseiceps
sohtyr2,group (monotypic),Sooty-headed Tyrannulet (griseiceps),Phyllomyias griseiceps griseiceps
sohtyr3,group (monotypic),Sooty-headed Tyrannulet (cristatus),Phyllomyias griseiceps cristatus
sohtyr4,group (monotypic),Sooty-headed Tyrannulet (caucae),Phyllomyias griseiceps caucae
sohtyr5,group (monotypic),Sooty-headed Tyrannulet (pallidiceps),Phyllomyias griseiceps pallidiceps
blctyr1,species,Black-capped Tyrannulet,Phyllomyias nigrocapillus
ashtyr1,species,Ashy-headed Tyrannulet,Phyllomyias cinereiceps
tartyr1,species,Tawny-rumped Tyrannulet,Phyllomyias uropygialis
plctyr1,species,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps
gyctyr1,species,Gray-capped Tyrannulet,Phyllomyias griseocapilla
phyllo3,spuh,Phyllomyias sp.,Phyllomyias sp.
rebtyr2,species,Red-billed Tyrannulet,Zimmerius cinereicapilla
mistyr1,species,Mishana Tyrannulet,Zimmerius villarejoi
chityr1,species,Chico's Tyrannulet,Zimmerius chicomendesi
guityr1,species,Guianan Tyrannulet,Zimmerius acer
paltyr2,species,Guatemalan Tyrannulet,Zimmerius vilissimus
paltyr3,species,Mistletoe Tyrannulet,Zimmerius parvus
y01089,slash,Guatemalan/Mistletoe Tyrannulet,Zimmerius vilissimus/parvus
chotyr1,species,Choco Tyrannulet,Zimmerius albigularis
paltyr4,species,Spectacled Tyrannulet,Zimmerius improbus
goftyr1,species,Golden-faced Tyrannulet,Zimmerius chrysops
goftyr5,group (polytypic),Golden-faced Tyrannulet (Coopmans's),Zimmerius chrysops minimus/cumanensis
goftyr3,group (monotypic),Golden-faced Tyrannulet (Golden-faced),Zimmerius chrysops chrysops
pertyr1,species,Peruvian Tyrannulet,Zimmerius viridiflavus
goftyr4,group (monotypic),Peruvian Tyrannulet (Loja),Zimmerius viridiflavus flavidifrons
goftyr2,form,Peruvian Tyrannulet (Amazonas),Zimmerius viridiflavus [undescribed form]
pertyr2,group (monotypic),Peruvian Tyrannulet (Peruvian),Zimmerius viridiflavus viridiflavus
boltyr1,species,Bolivian Tyrannulet,Zimmerius bolivianus
paltyr5,species,Venezuelan Tyrannulet,Zimmerius petersi
slftyr1,species,Slender-footed Tyrannulet,Zimmerius gracilipes
zimmer1,spuh,Zimmerius sp.,Zimmerius sp.
tcptyr1,species,Tawny-crowned Pygmy-Tyrant,Euscarthmus meloryphus
tacpyt1,group (polytypic),Tawny-crowned Pygmy-Tyrant (Tawny-crowned),Euscarthmus meloryphus meloryphus/paulus
tacpyt2,group (monotypic),Tawny-crowned Pygmy-Tyrant (Tawny-fronted),Euscarthmus meloryphus fulviceps
rsptyr1,species,Rufous-sided Pygmy-Tyrant,Euscarthmus rufomarginatus
gawtyr2,species,Gray-and-white Tyrannulet,Pseudelaenia leucospodia
lewtyr1,species,Lesser Wagtail-Tyrant,Stigmatura napensis
leswat1,group (monotypic),Lesser Wagtail-Tyrant (Lesser),Stigmatura napensis napensis
leswat2,group (monotypic),Lesser Wagtail-Tyrant (Bahia),Stigmatura napensis bahiae
oriwat1,form,Orinoco Wagtail-Tyrant (undescribed form),Stigmatura [undescribed form]
grwtyr1,species,Greater Wagtail-Tyrant,Stigmatura budytoides
grewat1,group (polytypic),Greater Wagtail-Tyrant (Greater),Stigmatura budytoides [budytoides Group]
grewat2,group (monotypic),Greater Wagtail-Tyrant (Caatinga),Stigmatura budytoides gracilis
slbtyr1,species,Slender-billed Tyrannulet,Inezia tenuirostris
platyr1,species,Plain Tyrannulet,Inezia inornata
amatyr1,species,Amazonian Tyrannulet,Inezia subflava
pattyr3,species,Pale-tipped Tyrannulet,Inezia caudata
flafly2,species,Flavescent Flycatcher,Myiophobus flavicans
orcfly1,species,Orange-crested Flycatcher,Myiophobus phoenicomitra
unafly1,species,Unadorned Flycatcher,Myiophobus inornatus
rorfly1,species,Roraiman Flycatcher,Myiophobus roraimae
olcfly1,species,Olive-chested Flycatcher,Myiophobus cryptoxanthus
brcfly1,species,Bran-colored Flycatcher,Myiophobus fasciatus
brcfly2,group (polytypic),Bran-colored Flycatcher (Bran-colored),Myiophobus fasciatus [fasciatus Group]
brcfly4,group (monotypic),Bran-colored Flycatcher (Mouse-gray),Myiophobus fasciatus crypterythrus
brcfly3,group (monotypic),Bran-colored Flycatcher (Rufescent),Myiophobus fasciatus rufescens
myioph1,spuh,Myiophobus sp.,Myiophobus sp.
eulfly1,species,Euler's Flycatcher,Lathrotriccus euleri
eulfly2,group (polytypic),Euler's Flycatcher (Lawrence's),Lathrotriccus euleri [flaviventris Group]
eulfly3,group (polytypic),Euler's Flycatcher (Euler's),Lathrotriccus euleri euleri/argentinus
gybfly1,species,Gray-breasted Flycatcher,Lathrotriccus griseipectus
tacfly1,species,Tawny-chested Flycatcher,Aphanotriccus capitalis
blbfly1,species,Black-billed Flycatcher,Aphanotriccus audax
belfly1,species,Belted Flycatcher,Xenotriccus callizonus
pilfly1,species,Pileated Flycatcher,Xenotriccus mexicanus
tuffly,species,Tufted Flycatcher,Mitrephanes phaeocercus
tuffly1,group (polytypic),Tufted Flycatcher (Mexican),Mitrephanes phaeocercus phaeocercus/tenuirostris
tuffly2,group (monotypic),Tufted Flycatcher (Costa Rican),Mitrephanes phaeocercus aurantiiventris
tuffly3,group (monotypic),Tufted Flycatcher (South American),Mitrephanes phaeocercus berlepschi
olifly2,species,Olive Flycatcher,Mitrephanes olivaceus
olsfly,species,Olive-sided Flycatcher,Contopus cooperi
grepew,species,Greater Pewee,Contopus pertinax
grepew1,group (monotypic),Greater Pewee (Mexican),Contopus pertinax pertinax
grepew2,group (monotypic),Greater Pewee (Central American),Contopus pertinax minor
darpew1,species,Dark Pewee,Contopus lugubris
smcpew1,species,Smoke-colored Pewee,Contopus fumigatus
ochpew1,species,Ochraceous Pewee,Contopus ochraceus
wewpew,species,Western Wood-Pewee,Contopus sordidulus
eawpew,species,Eastern Wood-Pewee,Contopus virens
x00858,hybrid,Western x Eastern Wood-Pewee (hybrid),Contopus sordidulus x virens
woopew,slash,Western/Eastern Wood-Pewee,Contopus sordidulus/virens
tropew1,species,Tropical Pewee,Contopus cinereus
tropew4,group (polytypic),Tropical Pewee (Short-legged),Contopus cinereus [brachytarsus Group]
tropew3,group (polytypic),Tropical Pewee (Tropical),Contopus cinereus [cinereus Group]
tropew2,group (monotypic),Tropical Pewee (Tumbes),Contopus cinereus punensis
cubpew1,species,Cuban Pewee,Contopus caribaeus
jampew1,species,Jamaican Pewee,Contopus pallidus
hispew1,species,Hispaniolan Pewee,Contopus hispaniolensis
leapew1,species,Lesser Antillean Pewee,Contopus latirostris
leapew2,group (monotypic),Lesser Antillean Pewee (Lesser Antilles),Contopus latirostris brunneicapillus
leapew3,group (monotypic),Lesser Antillean Pewee (Puerto Rico),Contopus latirostris blancoi
leapew4,group (monotypic),Lesser Antillean Pewee (St. Lucia),Contopus latirostris latirostris
whtpew1,species,White-throated Pewee,Contopus albogularis
blapew1,species,Blackish Pewee,Contopus nigrescens
pewee1,spuh,pewee sp. (Contopus sp.),Contopus sp.
fusfly1,species,Fuscous Flycatcher,Cnemotriccus fuscatus
fusfly3,group (monotypic),Fuscous Flycatcher (Campina),Cnemotriccus fuscatus duidae
fusfly2,group (polytypic),Fuscous Flycatcher (Fuscous),Cnemotriccus fuscatus [fuscatus Group]
yebfly,species,Yellow-bellied Flycatcher,Empidonax flaviventris
acafly,species,Acadian Flycatcher,Empidonax virescens
aldfly,species,Alder Flycatcher,Empidonax alnorum
wilfly,species,Willow Flycatcher,Empidonax traillii
wilfly1,group (monotypic),Willow Flycatcher (Eastern),Empidonax traillii traillii
wilfly2,group (polytypic),Willow Flycatcher (Northwestern),Empidonax traillii brewsteri/adastus
wilfly3,group (monotypic),Willow Flycatcher (Southwestern),Empidonax traillii extimus
y00324,slash,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii
whtfly1,species,White-throated Flycatcher,Empidonax albigularis
leafly,species,Least Flycatcher,Empidonax minimus
hamfly,species,Hammond's Flycatcher,Empidonax hammondii
gryfly,species,Gray Flycatcher,Empidonax wrightii
dusfly,species,Dusky Flycatcher,Empidonax oberholseri
y00618,slash,Gray/Dusky Flycatcher,Empidonax wrightii/oberholseri
y00014,slash,Hammond's/Dusky Flycatcher,Empidonax hammondii/oberholseri
pinfly1,species,Pine Flycatcher,Empidonax affinis
pasfly,species,Pacific-slope Flycatcher,Empidonax difficilis
corfly,species,Cordilleran Flycatcher,Empidonax occidentalis
x00770,hybrid,Pacific-slope x Cordilleran Flycatcher (hybrid),Empidonax difficilis x occidentalis
wesfly,slash,Pacific-slope/Cordilleran Flycatcher (Western Flycatcher),Empidonax difficilis/occidentalis
yelfly1,species,Yellowish Flycatcher,Empidonax flavescens
bubfly,species,Buff-breasted Flycatcher,Empidonax fulvifrons
blcfly1,species,Black-capped Flycatcher,Empidonax atriceps
empido,spuh,Empidonax sp.,Empidonax sp.
blkpho,species,Black Phoebe,Sayornis nigricans
blkpho1,group (polytypic),Black Phoebe (Northern),Sayornis nigricans [nigricans Group]
blkpho2,group (polytypic),Black Phoebe (White-winged),Sayornis nigricans latirostris/angustirostris
easpho,species,Eastern Phoebe,Sayornis phoebe
x00621,hybrid,Black x Eastern Phoebe (hybrid),Sayornis nigricans x phoebe
saypho,species,Say's Phoebe,Sayornis saya
x00635,hybrid,Black x Say's Phoebe (hybrid),Sayornis nigricans x saya
phoebe1,spuh,phoebe sp.,Sayornis sp.
nosfly1,species,Northern Scrub-Flycatcher,Sublegatus arenarum
amsfly1,species,Amazonian Scrub-Flycatcher,Sublegatus obscurior
sosfly1,species,Southern Scrub-Flycatcher,Sublegatus modestus
scrub-2,spuh,scrub-flycatcher sp.,Sublegatus sp.
verfly,species,Vermilion Flycatcher,Pyrocephalus rubinus
verfly5,group (polytypic),Vermilion Flycatcher (Northern),Pyrocephalus rubinus [mexicanus Group]
verfly6,group (monotypic),Vermilion Flycatcher (saturatus),Pyrocephalus rubinus saturatus
verfly7,group (polytypic),Vermilion Flycatcher (obscurus Group),Pyrocephalus rubinus [obscurus Group]
verfly1,group (monotypic),Vermilion Flycatcher (Austral),Pyrocephalus rubinus rubinus
verfly3,group (monotypic),Vermilion Flycatcher (Galapagos),Pyrocephalus rubinus nanus
